observation_id,synthetic_source,channel_form,bottom_type,bank_type,habitats_present,natural_debris_present,water_flow,water_aspect,barriers_present,draining_pipes,sewage_discharge,construction_in_stream,impervious_area,riparian_vegetation,vegetation_cuts,overall_ecosystem_quality,synthetic_profile,synthetic_anomaly,synthetic_anomaly_type
REF_0589,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,no,yes,no,yes,one_side,none,no,poor,poor,0,none
REF_0590,generated_prototype,v_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0591,generated_prototype,flat,artificial,artificial,yes,no,fast,has_foam,unsure,yes,unsure,yes,one_side,none,no,poor,poor,0,none
REF_0592,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,unsure,no,good,good,0,none
REF_0594,generated_prototype,u_shape,unsure,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0595,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0596,generated_prototype,v_shape,artificial,laid_stones,no,yes,fast,muddy_turbid,no,no,no,unsure,one_side,one_side,yes,moderate,moderate,0,none
REF_0597,generated_prototype,unsure,natural,natural,yes,no,slow,clear_transparent,no,no,no,yes,none,both_sides,no,good,good,0,none
REF_0598,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,no,no,unsure,yes,both_sides,none,no,poor,poor,0,none
REF_0599,generated_prototype,v_shape,artificial,artificial,no,no,slow,has_foam,no,yes,no,yes,one_side,one_side,yes,poor,poor,0,none
REF_0600,generated_prototype,u_shape,artificial,artificial,yes,no,fast,muddy_turbid,no,no,no,no,none,one_side,yes,moderate,moderate,0,none
REF_0601,generated_prototype,flat,artificial,natural,no,yes,slow,clear_transparent,no,no,no,no,none,both_sides,unsure,moderate,moderate,0,none
REF_0602,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0603,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0604,generated_prototype,flat,natural,laid_stones,yes,no,stagnant_intermittent,clear_transparent,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0608,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,no,no,yes,no,none,both_sides,no,moderate,moderate,0,none
REF_0610,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0612,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,unsure,no,none,both_sides,no,good,good,0,none
REF_0615,generated_prototype,u_shape,natural,artificial,no,no,slow,muddy_turbid,no,no,no,no,one_side,unsure,unsure,moderate,moderate,0,none
REF_0617,generated_prototype,u_shape,natural,natural,no,yes,fast,has_foam,yes,yes,yes,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0619,generated_prototype,u_shape,unsure,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0620,generated_prototype,u_shape,natural,artificial,no,yes,slow,altered_color,yes,no,yes,no,both_sides,one_side,no,poor,poor,0,none
REF_0622,generated_prototype,flat,natural,unsure,no,yes,slow,clear_transparent,yes,unsure,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0623,generated_prototype,flat,artificial,artificial,no,no,dry,muddy_turbid,yes,no,yes,no,both_sides,one_side,yes,poor,poor,0,none
REF_0625,generated_prototype,flat,artificial,artificial,yes,yes,slow,altered_color,no,no,unsure,no,none,both_sides,no,moderate,moderate,0,none
REF_0626,generated_prototype,flat,artificial,artificial,yes,no,slow,clear_transparent,no,yes,yes,no,one_side,none,yes,poor,poor,0,none
REF_0628,generated_prototype,u_shape,artificial,artificial,yes,no,slow,muddy_turbid,yes,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0629,generated_prototype,flat,natural,natural,yes,no,dry,clear_transparent,no,no,no,no,one_side,one_side,no,good,good,0,none
REF_0630,generated_prototype,v_shape,artificial,artificial,no,yes,stagnant_intermittent,altered_color,unsure,no,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0631,generated_prototype,u_shape,natural,artificial,yes,yes,slow,muddy_turbid,yes,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0632,generated_prototype,v_shape,natural,laid_stones,yes,yes,slow,muddy_turbid,unsure,no,no,no,none,one_side,unsure,moderate,moderate,0,none
REF_0633,generated_prototype,flat,natural,laid_stones,yes,yes,stagnant_intermittent,unsure,no,no,no,no,none,both_sides,yes,good,good,0,none
REF_0634,generated_prototype,u_shape,natural,natural,yes,yes,slow,unsure,no,no,unsure,no,none,one_side,no,good,good,0,none
REF_0635,generated_prototype,flat,artificial,laid_stones,yes,yes,dry,muddy_turbid,yes,no,no,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0636,generated_prototype,flat,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0638,generated_prototype,v_shape,artificial,natural,yes,no,slow,clear_transparent,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0639,generated_prototype,unsure,natural,artificial,no,no,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0640,generated_prototype,flat,natural,natural,yes,no,unsure,clear_transparent,unsure,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0643,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0644,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0645,generated_prototype,v_shape,natural,artificial,yes,no,fast,clear_transparent,yes,no,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0646,generated_prototype,u_shape,artificial,laid_stones,yes,yes,stagnant_intermittent,muddy_turbid,yes,yes,yes,unsure,one_side,both_sides,yes,poor,poor,0,none
REF_0651,generated_prototype,v_shape,artificial,laid_stones,no,yes,dry,altered_color,yes,yes,no,yes,one_side,one_side,yes,poor,poor,0,none
REF_0652,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0654,generated_prototype,u_shape,artificial,natural,yes,no,stagnant_intermittent,muddy_turbid,unsure,no,no,no,unsure,both_sides,no,moderate,moderate,0,none
REF_0655,generated_prototype,v_shape,natural,natural,yes,yes,unsure,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0656,generated_prototype,u_shape,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0657,generated_prototype,u_shape,natural,natural,no,yes,slow,muddy_turbid,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0658,generated_prototype,flat,natural,natural,yes,yes,unsure,muddy_turbid,no,no,yes,no,one_side,one_side,no,moderate,moderate,0,none
REF_0659,generated_prototype,v_shape,artificial,artificial,no,no,slow,clear_transparent,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0661,generated_prototype,v_shape,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0662,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0665,generated_prototype,u_shape,artificial,artificial,yes,yes,slow,muddy_turbid,no,no,no,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0666,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,none,both_sides,no,good,good,0,none
REF_0667,generated_prototype,u_shape,natural,artificial,no,no,dry,has_foam,yes,yes,no,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0668,generated_prototype,flat,natural,laid_stones,yes,yes,fast,clear_transparent,no,unsure,no,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0669,generated_prototype,v_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,no,unsure,yes,unsure,unsure,none,no,poor,poor,0,none
REF_0670,generated_prototype,flat,natural,artificial,yes,yes,slow,clear_transparent,no,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0671,generated_prototype,flat,artificial,artificial,no,no,stagnant_intermittent,has_foam,yes,unsure,yes,unsure,none,none,unsure,poor,poor,0,none
REF_0672,generated_prototype,flat,unsure,natural,yes,yes,slow,unsure,no,no,unsure,no,none,one_side,yes,moderate,moderate,0,none
REF_0673,generated_prototype,flat,natural,laid_stones,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0674,generated_prototype,unsure,natural,natural,yes,yes,slow,unsure,yes,no,no,no,none,unsure,no,good,good,0,none
REF_0676,generated_prototype,v_shape,artificial,laid_stones,no,no,stagnant_intermittent,muddy_turbid,yes,unsure,yes,unsure,unsure,both_sides,yes,poor,poor,0,none
REF_0678,generated_prototype,unsure,artificial,laid_stones,yes,yes,stagnant_intermittent,muddy_turbid,unsure,yes,no,no,one_side,one_side,unsure,moderate,moderate,0,none
REF_0680,generated_prototype,v_shape,artificial,unsure,no,yes,slow,clear_transparent,unsure,no,no,no,none,one_side,yes,moderate,moderate,0,none
REF_0681,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,unsure,none,both_sides,no,good,good,0,none
REF_0683,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0685,generated_prototype,u_shape,unsure,natural,yes,no,fast,muddy_turbid,yes,no,no,unsure,one_side,both_sides,no,moderate,moderate,0,none
REF_0686,generated_prototype,unsure,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0687,generated_prototype,v_shape,artificial,artificial,no,no,fast,muddy_turbid,no,no,unsure,yes,both_sides,one_side,no,poor,poor,0,none
REF_0688,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0689,generated_prototype,v_shape,artificial,laid_stones,yes,no,fast,clear_transparent,unsure,no,no,yes,both_sides,both_sides,no,moderate,moderate,0,none
REF_0690,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0691,generated_prototype,u_shape,natural,artificial,yes,yes,slow,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0692,generated_prototype,u_shape,natural,laid_stones,no,yes,slow,clear_transparent,no,no,no,yes,one_side,both_sides,no,moderate,moderate,0,none
REF_0694,generated_prototype,v_shape,natural,natural,yes,yes,fast,clear_transparent,unsure,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0695,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0696,generated_prototype,v_shape,natural,natural,yes,no,fast,clear_transparent,no,no,no,yes,one_side,one_side,no,moderate,moderate,0,none
REF_0697,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,unsure,one_side,one_side,no,good,good,0,none
REF_0698,generated_prototype,u_shape,natural,artificial,no,yes,stagnant_intermittent,clear_transparent,yes,no,no,no,both_sides,one_side,yes,moderate,moderate,0,none
REF_0699,generated_prototype,flat,natural,natural,no,yes,stagnant_intermittent,muddy_turbid,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0700,generated_prototype,v_shape,natural,laid_stones,yes,yes,slow,clear_transparent,yes,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0701,generated_prototype,v_shape,natural,artificial,no,no,slow,has_foam,no,yes,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0703,generated_prototype,v_shape,artificial,natural,no,yes,slow,clear_transparent,no,no,unsure,no,none,one_side,no,moderate,moderate,0,none
REF_0704,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,yes,one_side,both_sides,no,moderate,moderate,0,none
REF_0705,generated_prototype,u_shape,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0706,generated_prototype,u_shape,artificial,natural,no,no,dry,altered_color,yes,yes,no,yes,none,one_side,yes,poor,poor,0,none
REF_0713,generated_prototype,unsure,natural,natural,no,yes,stagnant_intermittent,muddy_turbid,yes,yes,no,yes,both_sides,one_side,unsure,poor,poor,0,none
REF_0714,generated_prototype,u_shape,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,no,both_sides,one_side,no,moderate,moderate,0,none
REF_0715,generated_prototype,flat,artificial,artificial,no,yes,dry,altered_color,no,yes,no,no,both_sides,both_sides,no,poor,poor,0,none
REF_0716,generated_prototype,flat,natural,natural,yes,yes,unsure,clear_transparent,no,no,no,no,both_sides,one_side,yes,moderate,moderate,0,none
REF_0717,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0718,generated_prototype,u_shape,natural,artificial,no,yes,dry,muddy_turbid,unsure,yes,no,yes,both_sides,none,unsure,poor,poor,0,none
REF_0719,generated_prototype,flat,natural,laid_stones,yes,yes,slow,clear_transparent,no,no,no,yes,none,one_side,yes,moderate,moderate,0,none
REF_0721,generated_prototype,v_shape,natural,laid_stones,no,no,unsure,muddy_turbid,yes,yes,yes,yes,both_sides,none,yes,poor,poor,0,none
REF_0722,generated_prototype,u_shape,unsure,laid_stones,yes,yes,slow,clear_transparent,no,no,no,yes,one_side,one_side,no,moderate,moderate,0,none
REF_0723,generated_prototype,u_shape,artificial,laid_stones,no,no,stagnant_intermittent,muddy_turbid,unsure,yes,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0724,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,unsure,one_side,one_side,no,good,good,0,none
REF_0725,generated_prototype,u_shape,natural,artificial,no,yes,slow,muddy_turbid,yes,unsure,no,yes,none,one_side,no,moderate,moderate,0,none
REF_0727,generated_prototype,flat,artificial,artificial,no,no,stagnant_intermittent,altered_color,unsure,yes,unsure,no,none,one_side,yes,poor,poor,0,none
REF_0728,generated_prototype,u_shape,natural,natural,no,yes,slow,muddy_turbid,yes,no,no,unsure,both_sides,both_sides,no,moderate,moderate,0,none
REF_0729,generated_prototype,v_shape,artificial,artificial,no,no,slow,muddy_turbid,no,no,no,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0730,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0732,generated_prototype,flat,natural,laid_stones,no,no,dry,muddy_turbid,no,yes,yes,yes,one_side,one_side,no,poor,poor,0,none
REF_0734,generated_prototype,v_shape,natural,artificial,no,no,stagnant_intermittent,muddy_turbid,yes,yes,yes,unsure,both_sides,none,yes,poor,poor,0,none
REF_0735,generated_prototype,unsure,natural,natural,yes,no,slow,muddy_turbid,yes,yes,no,no,unsure,one_side,no,moderate,moderate,0,none
REF_0737,generated_prototype,v_shape,artificial,laid_stones,yes,no,stagnant_intermittent,clear_transparent,no,no,no,yes,none,both_sides,yes,moderate,moderate,0,none
REF_0738,generated_prototype,v_shape,artificial,laid_stones,no,no,fast,clear_transparent,unsure,unsure,unsure,yes,one_side,one_side,no,moderate,moderate,0,none
REF_0739,generated_prototype,v_shape,artificial,laid_stones,no,yes,stagnant_intermittent,altered_color,no,no,unsure,yes,both_sides,none,yes,poor,poor,0,none
REF_0742,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,unsure,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0743,generated_prototype,v_shape,natural,artificial,yes,no,slow,muddy_turbid,yes,no,no,no,one_side,none,no,moderate,moderate,0,none
REF_0744,generated_prototype,v_shape,unsure,natural,yes,yes,slow,clear_transparent,yes,no,unsure,no,none,both_sides,no,moderate,moderate,0,none
REF_0745,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0746,generated_prototype,u_shape,natural,natural,yes,no,slow,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0748,generated_prototype,v_shape,natural,natural,yes,yes,fast,unsure,no,no,no,no,none,one_side,no,good,good,0,none
REF_0749,generated_prototype,flat,artificial,laid_stones,no,no,stagnant_intermittent,has_foam,no,yes,yes,yes,both_sides,none,no,poor,poor,0,none
REF_0750,generated_prototype,u_shape,artificial,natural,no,no,stagnant_intermittent,muddy_turbid,no,yes,unsure,no,none,none,yes,poor,poor,0,none
REF_0751,generated_prototype,flat,natural,laid_stones,yes,yes,fast,unsure,yes,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0753,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,unsure,yes,unsure,no,both_sides,one_side,yes,moderate,moderate,0,none
REF_0754,generated_prototype,flat,artificial,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0755,generated_prototype,u_shape,artificial,artificial,no,no,dry,altered_color,yes,yes,no,no,one_side,none,no,poor,poor,0,none
REF_0757,generated_prototype,v_shape,natural,artificial,yes,no,dry,has_foam,yes,yes,yes,yes,none,none,no,poor,poor,0,none
REF_0758,generated_prototype,u_shape,artificial,artificial,no,yes,slow,unsure,yes,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0759,generated_prototype,u_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,no,yes,no,yes,unsure,none,yes,poor,poor,0,none
REF_0760,generated_prototype,u_shape,artificial,natural,no,yes,slow,has_foam,no,no,yes,yes,none,both_sides,no,moderate,moderate,0,none
REF_0761,generated_prototype,flat,artificial,artificial,no,no,dry,muddy_turbid,yes,yes,yes,no,both_sides,both_sides,yes,poor,poor,0,none
REF_0762,generated_prototype,u_shape,unsure,artificial,no,yes,slow,muddy_turbid,no,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0763,generated_prototype,v_shape,artificial,artificial,no,no,stagnant_intermittent,muddy_turbid,yes,yes,yes,yes,unsure,both_sides,yes,poor,poor,0,none
REF_0764,generated_prototype,unsure,unsure,natural,yes,yes,slow,clear_transparent,no,unsure,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0766,generated_prototype,u_shape,natural,natural,yes,no,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0768,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0769,generated_prototype,u_shape,natural,natural,no,yes,slow,muddy_turbid,yes,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0770,generated_prototype,v_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,one_side,one_side,no,good,good,0,none
REF_0771,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,unsure,unsure,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0772,generated_prototype,v_shape,natural,natural,yes,yes,slow,unsure,yes,no,no,no,none,both_sides,yes,good,good,0,none
REF_0773,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,muddy_turbid,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0774,generated_prototype,u_shape,artificial,natural,no,no,stagnant_intermittent,altered_color,no,no,yes,yes,one_side,one_side,yes,poor,poor,0,none
REF_0776,generated_prototype,flat,artificial,laid_stones,yes,no,fast,clear_transparent,no,yes,no,yes,both_sides,unsure,yes,poor,poor,0,none
REF_0780,generated_prototype,u_shape,artificial,natural,yes,yes,slow,muddy_turbid,no,no,unsure,yes,none,both_sides,no,moderate,moderate,0,none
REF_0781,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0782,generated_prototype,flat,natural,artificial,no,no,slow,muddy_turbid,no,yes,no,unsure,one_side,none,yes,moderate,moderate,0,none
REF_0783,generated_prototype,u_shape,natural,natural,no,yes,slow,muddy_turbid,no,unsure,no,no,unsure,one_side,no,moderate,moderate,0,none
REF_0784,generated_prototype,u_shape,artificial,natural,no,yes,stagnant_intermittent,unsure,unsure,unsure,no,no,unsure,none,no,moderate,moderate,0,none
REF_0786,generated_prototype,v_shape,artificial,laid_stones,yes,yes,slow,clear_transparent,no,no,no,unsure,both_sides,both_sides,unsure,moderate,moderate,0,none
REF_0788,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,unsure,no,no,unsure,none,unsure,no,good,good,0,none
REF_0789,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0790,generated_prototype,u_shape,natural,laid_stones,yes,yes,fast,muddy_turbid,no,no,no,no,one_side,both_sides,yes,good,good,0,none
REF_0792,generated_prototype,v_shape,artificial,unsure,no,no,slow,altered_color,yes,yes,no,yes,both_sides,none,no,poor,poor,0,none
REF_0793,generated_prototype,flat,natural,natural,yes,no,slow,clear_transparent,unsure,no,no,no,none,one_side,no,good,good,0,none
REF_0794,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0795,generated_prototype,v_shape,natural,artificial,no,no,stagnant_intermittent,altered_color,unsure,yes,no,yes,both_sides,none,yes,poor,poor,0,none
REF_0796,generated_prototype,flat,natural,laid_stones,yes,yes,slow,clear_transparent,unsure,no,no,unsure,one_side,one_side,yes,moderate,moderate,0,none
REF_0797,generated_prototype,unsure,artificial,laid_stones,no,no,stagnant_intermittent,altered_color,no,no,no,yes,one_side,one_side,no,poor,poor,0,none
REF_0798,generated_prototype,v_shape,artificial,artificial,no,no,slow,unsure,no,yes,no,no,none,one_side,no,moderate,moderate,0,none
REF_0799,generated_prototype,u_shape,natural,natural,no,no,dry,clear_transparent,no,no,unsure,yes,unsure,both_sides,no,moderate,moderate,0,none
REF_0802,generated_prototype,flat,artificial,artificial,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0803,generated_prototype,u_shape,natural,unsure,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,unsure,one_side,no,good,good,0,none
REF_0804,generated_prototype,flat,artificial,laid_stones,yes,yes,fast,clear_transparent,yes,no,no,no,none,none,yes,moderate,moderate,0,none
REF_0805,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,unsure,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0806,generated_prototype,u_shape,natural,natural,yes,no,stagnant_intermittent,clear_transparent,yes,no,no,no,none,both_sides,unsure,moderate,moderate,0,none
REF_0807,generated_prototype,u_shape,artificial,natural,yes,yes,fast,clear_transparent,no,yes,no,no,both_sides,one_side,yes,moderate,moderate,0,none
REF_0809,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0810,generated_prototype,v_shape,natural,laid_stones,no,no,stagnant_intermittent,has_foam,no,unsure,unsure,yes,both_sides,none,yes,poor,poor,0,none
REF_0811,generated_prototype,unsure,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,one_side,both_sides,yes,good,good,0,none
REF_0812,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0813,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,unsure,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0814,generated_prototype,flat,artificial,artificial,no,yes,dry,altered_color,yes,no,no,yes,both_sides,one_side,yes,poor,poor,0,none
REF_0816,generated_prototype,flat,natural,natural,no,no,slow,muddy_turbid,no,no,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0817,generated_prototype,flat,artificial,artificial,no,yes,stagnant_intermittent,muddy_turbid,yes,no,no,yes,one_side,unsure,yes,poor,poor,0,none
REF_0819,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0820,generated_prototype,flat,natural,natural,no,no,slow,muddy_turbid,yes,no,yes,no,one_side,one_side,no,moderate,moderate,0,none
REF_0821,generated_prototype,flat,artificial,artificial,yes,no,dry,muddy_turbid,yes,no,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0822,generated_prototype,u_shape,natural,natural,yes,yes,unsure,clear_transparent,yes,no,no,no,one_side,one_side,no,good,good,0,none
REF_0823,generated_prototype,u_shape,natural,laid_stones,no,yes,fast,muddy_turbid,no,no,no,yes,none,one_side,no,moderate,moderate,0,none
REF_0824,generated_prototype,flat,unsure,artificial,yes,no,fast,muddy_turbid,no,unsure,unsure,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0825,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0827,generated_prototype,unsure,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,none,one_side,yes,moderate,moderate,0,none
REF_0828,generated_prototype,flat,artificial,laid_stones,no,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0829,generated_prototype,flat,natural,artificial,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0830,generated_prototype,u_shape,artificial,artificial,yes,yes,stagnant_intermittent,clear_transparent,yes,no,no,yes,none,none,yes,poor,poor,0,none
REF_0833,generated_prototype,u_shape,artificial,artificial,no,yes,unsure,clear_transparent,yes,no,yes,no,one_side,none,yes,poor,poor,0,none
REF_0834,generated_prototype,u_shape,natural,natural,yes,no,unsure,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0837,generated_prototype,u_shape,artificial,artificial,yes,yes,slow,clear_transparent,yes,unsure,yes,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0838,generated_prototype,unsure,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0840,generated_prototype,v_shape,artificial,artificial,no,no,dry,muddy_turbid,unsure,no,yes,yes,one_side,none,yes,poor,poor,0,none
REF_0841,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,unsure,none,both_sides,yes,good,good,0,none
REF_0842,generated_prototype,unsure,artificial,natural,no,yes,dry,has_foam,no,yes,no,yes,unsure,none,no,poor,poor,0,none
REF_0843,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0844,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0845,generated_prototype,v_shape,artificial,natural,yes,yes,slow,clear_transparent,no,unsure,no,no,one_side,both_sides,no,moderate,moderate,0,none
REF_0846,generated_prototype,u_shape,unsure,natural,yes,yes,dry,clear_transparent,no,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0849,generated_prototype,unsure,natural,natural,yes,yes,stagnant_intermittent,muddy_turbid,unsure,no,no,no,none,none,no,moderate,moderate,0,none
REF_0850,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0852,generated_prototype,v_shape,artificial,natural,no,yes,stagnant_intermittent,clear_transparent,no,no,no,no,both_sides,both_sides,no,moderate,moderate,0,none
